variabelnavn_ssb,beskrivelse,definisjon,kodeliste,fra_aar,til_aar,kilde_fil,varname_normalized
mot_utb,Totalt mottatt utbytte fra selskapet,,,2006,2024,SSB_variabelliste_skjermingsfradrag.xlsx,mot_utb
skpl_utb,Totalt skattepliktig utbytte fra selskapet,,,2006,2024,SSB_variabelliste_skjermingsfradrag.xlsx,skpl_utb
ant_solgte,Antall aksjer solgt i løpet av året,,,2007,2024,SSB_variabelliste_skjermingsfradrag.xlsx,ant_solgte
grunnlag,Skjermingsgrunnlag per aksje,,,2006,2024,SSB_variabelliste_skjermingsfradrag.xlsx,grunnlag
benyttet,Benyttet skjermingsfradrag (både årets og ev. fremført) per aksje,ja,,2006,2024,SSB_variabelliste_skjermingsfradrag.xlsx,benyttet
fremfort,Ubenyttet skjermingsfradrag fremført per aksje,ja,,2007,2024,SSB_variabelliste_skjermingsfradrag.xlsx,fremfort
fremfores,Skjermingsfradrag per aksje til fremføring,ja,,2006,2024,SSB_variabelliste_skjermingsfradrag.xlsx,fremfores
Statistisk sentralbyrå,Sist oppdatert 16. mars 2026,,,,,SSB_variabelliste_skjermingsfradrag.xlsx,statistisk sentralbyrå
wxx_xxxx_lopenr_virksomhet,Løpenummer virksomhet (bedrift),ja,,2008,2022,SSB_variabelliste_struktur.xlsx,lopenr_virksomhet
wxx_xxxx_lopenr_foretak,Løpenummer juridisk enhet (foretak),ja,,2008,2022,SSB_variabelliste_struktur.xlsx,lopenr_foretak
kommune,"Kommunekode for beliggenhet, forretningsadresse",,ja,2008,2022,SSB_variabelliste_struktur.xlsx,kommune
postnr,Postnummer (må begrunnes i søknaden),,,2008,2022,SSB_variabelliste_struktur.xlsx,postnr
org_form,Organisasjonsform,,ja,2008,2022,SSB_variabelliste_struktur.xlsx,org_form
reg_type,Registerenhetstype,,ja,2008,2022,SSB_variabelliste_struktur.xlsx,reg_type
type,Kilde for omsetning,,ja,2008,2022,SSB_variabelliste_struktur.xlsx,type
sektor,Institusjonell sektorkode,,ja,2008,2022,SSB_variabelliste_struktur.xlsx,sektor
investerings_foretak,"Investeringsforetak (dummy-variabel, 1 er investeringsforetak)",,,2008,2022,SSB_variabelliste_struktur.xlsx,investerings_foretak
bearbeidingsverdi,Bearbeidingsverdi til faktorpris,ja,,2008,2022,SSB_variabelliste_struktur.xlsx,bearbeidingsverdi
bearbeidingsverdi_m,Bearbeidingsverdi til markedspris,ja,,2009,2022,SSB_variabelliste_struktur.xlsx,bearbeidingsverdi_m
brutto_driftsresultat,Brutto driftsresultat,ja,,2008,2022,SSB_variabelliste_struktur.xlsx,brutto_driftsresultat
Bruttoinvestering_kvgr,"Bruttoinvestering av varige driftsmidler, eksklusive næringene 10-30",ja,,2009,2022,SSB_variabelliste_struktur.xlsx,bruttoinvestering_kvgr
Bruttoinvestering_oslo,Bruttoinvestering av varige driftsmidler for næringene 10-33,ja,,2009,2022,SSB_variabelliste_struktur.xlsx,bruttoinvestering_oslo
nopost_driftsinntekter,"Driftsinntekter, summen av nopostene p3:",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_driftsinntekter
nopost_driftskostnader,"Driftskostnader, summen av nopostene 4:+p5:+p6:+p7:",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_driftskostnader
nopost_driftsresultat,Summen av nopost_driftsinntekter - nopost_driftskostnader,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_driftsresultat
nopost_lonnskostnader,Lønnskostnader,ja,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_lonnskostnader
omsetning,Omsetning,ja,,2008,2022,SSB_variabelliste_struktur.xlsx,omsetning
produksjonsverdi,Produksjonsverdi,ja,,2008,2022,SSB_variabelliste_struktur.xlsx,produksjonsverdi
produktinnsats,Produktinnsats,ja,,2008,2022,SSB_variabelliste_struktur.xlsx,produktinnsats
saldo_kjop_p0510,"Fra saldorapportering: anskaffelse av FOU (forskning og utvikling), konsulent-tjenester,
patenter",,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_kjop_p0510
saldo_kjop_p0520,Fra saldorapportering: anskaffelse av bygg og anlegg,,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_kjop_p0520
saldo_kjop_p0530,Fra saldorapportering: anskaffelse av tomter og andre arealer,,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_kjop_p0530
saldo_kjop_p0540,Fra saldorapportering: anskaffelse av bolig inklusive boligtomter,,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_kjop_p0540
saldo_kjop_p0550,"Anskaffelse skip, rigger, fly mv.",,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_kjop_p0550
saldo_kjop_p0560,Fra saldorapportering: anskaffelse av varebiler mv.,,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_kjop_p0560
saldo_kjop_p0570,Anskaffelse kontormaskiner,,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_kjop_p0570
saldo_kjop_p0580,"Fra saldorapportering: anskaffelse av personbiler, maskin er, inventar etc.",,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_kjop_p0580
saldo_salg_p0510,"Fra saldorapportering: salg av FOU (forskning og utvikling), konsulent-tjenester, patenter",,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_salg_p0510
saldo_salg_p0520,Fra saldorapportering: salg av bygg og anlegg,,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_salg_p0520
saldo_salg_p0530,Fra saldorapportering: salg av tomter og andre arealer,,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_salg_p0530
saldo_salg_p0540,Fra saldorapportering: salg av bolig inklusive boligtomter,,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_salg_p0540
saldo_salg_p0550,"Fra saldorapportering: salg av skip, rigger, fly, mv.",,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_salg_p0550
saldo_salg_p0560,Fra saldorapportering: salg av varebiler mv.,,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_salg_p0560
saldo_salg_p0570,Fra saldorapportering: salg av kontormaskiner,,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_salg_p0570
saldo_salg_p0580,"Salg av personbiler, maskiner, inventar etc.",,,2008,2022,SSB_variabelliste_struktur.xlsx,saldo_salg_p0580
sysselsetting_ansatte,Ansatte - ansatte lønnsmottakere,,,2008,2022,SSB_variabelliste_struktur.xlsx,sysselsetting_ansatte
sysselsetting_arsverk,Utførte årsverk av ansatte lønnsmottakere (sysselsetting_ansatte),,,2008,2022,SSB_variabelliste_struktur.xlsx,sysselsetting_arsverk
sysselsetting_del,Antall deltidsansatte lønnsmottakere (av sysselsetting_ansatte),,,2008,2022,SSB_variabelliste_struktur.xlsx,sysselsetting_del
sysselsetting_eiere,"Eiere som ikke er lønnsmottakere i organisasjonsformene: ANS, ENK ,DA",,,2008,2022,SSB_variabelliste_struktur.xlsx,sysselsetting_eiere
sysselsetting_syss,Totalt antall sysselsatte: eiere + ansatte (sysselsetting_eiere + sysselsetting_ansatte),,,2008,2022,SSB_variabelliste_struktur.xlsx,sysselsetting_syss
sysselsetting_timeverk,Utførte timeverk ansatte lønnsmottakere (sysselsetting_ansatte),,,2008,2022,SSB_variabelliste_struktur.xlsx,sysselsetting_timeverk
totkjop,Totalt kjøp av varer og tjenester,ja,,2008,2022,SSB_variabelliste_struktur.xlsx,totkjop
ts_agentur,Omsetning fra agentursalg,,,2008,2022,SSB_variabelliste_struktur.xlsx,ts_agentur
ts_anlegg,Omsetning fra anleggsvirksomhet,,,2008,2022,SSB_variabelliste_struktur.xlsx,ts_anlegg
ts_avanse,Avanse for salgte handelsvarer. summen av salg - kjøp (ts_salgsint - ts_forbruk),,,2008,2022,SSB_variabelliste_struktur.xlsx,ts_avanse
ts_byggvirk,Omsetning fra byggevirksomhet,,,2008,2022,SSB_variabelliste_struktur.xlsx,ts_byggvirk
ts_detalj,Omsetning fra detaljhandel,,,2008,2022,SSB_variabelliste_struktur.xlsx,ts_detalj
ts_egenprog_akt,IKT:Aktiverte/balanseførte utgifter til egenutviklet programvare til intern bruk,,,2015,2022,SSB_variabelliste_struktur.xlsx,ts_egenprog_akt
ts_egenprog_totalt,IKT:Totale utgifter til egenutviklet programvare til intern bruk,,,2015,2022,SSB_variabelliste_struktur.xlsx,ts_egenprog_totalt
ts_egenprog_utg,IKT:Resultatførte kostnader til egenutviklet programvare til intern bruk,,,2015,2022,SSB_variabelliste_struktur.xlsx,ts_egenprog_utg
ts_eksternkonsulent_akt,IKT:Aktiverte/balanseførte utgifter til ikt-konsulenter,,,2015,2022,SSB_variabelliste_struktur.xlsx,ts_eksternkonsulent_akt
ts_eksternkonsulent_totalt,IKT:Totale utgifter til ikt-konsulenter,,,2015,2022,SSB_variabelliste_struktur.xlsx,ts_eksternkonsulent_totalt
ts_eksternkonsulent_utg,IKT:Resultatførte kostnader til ikt-konsulenter,,,2015,2022,SSB_variabelliste_struktur.xlsx,ts_eksternkonsulent_utg
ts_engros,Omsetning fra engroshandel,,,2008,2022,SSB_variabelliste_struktur.xlsx,ts_engros
ts_forbruk,forbruk av handelsvarer (jamfør ts_salgsint),,,2008,2022,SSB_variabelliste_struktur.xlsx,ts_forbruk
ts_forbrukselektronikk_akt,IKT:Aktiverte/balanseførte utgifter til forbrukselektronikk,,,2016,2022,SSB_variabelliste_struktur.xlsx,ts_forbrukselektronikk_akt
ts_forbrukselektronikk_totalt,IKT:Totale utgifter til forbrukselektronikk,,,2016,2022,SSB_variabelliste_struktur.xlsx,ts_forbrukselektronikk_totalt
ts_forbrukselektronikk_utg,IKT:Resultatførte kostnader til forbrukselektronikk,,,2016,2022,SSB_variabelliste_struktur.xlsx,ts_forbrukselektronikk_utg
ts_industri,Omsetning fra industrivirksomhet,,,2008,2022,SSB_variabelliste_struktur.xlsx,ts_industri
ts_prog_akt,IKT:Aktiverte/balanseførte utgifter til innkjøpt programvare,,,2015,2022,SSB_variabelliste_struktur.xlsx,ts_prog_akt
ts_prog_totalt,IKT:Totale utgifter til innkjøpt programvare,,,2015,2022,SSB_variabelliste_struktur.xlsx,ts_prog_totalt
ts_prog_utg,IKT:Resultatførte kostnader til innkjøpt programvare,,,2015,2022,SSB_variabelliste_struktur.xlsx,ts_prog_utg
ts_salgsint,Salg av handelsvarer (solgt over disk) (jamfør ts_forbruk),,,2008,2022,SSB_variabelliste_struktur.xlsx,ts_salgsint
ts_tjeneste,Omsetning fra tjenesteyting,,,2008,2022,SSB_variabelliste_struktur.xlsx,ts_tjeneste
ts_varehan,Omsetning fra varehandelsvirksomhet,,,2008,2022,SSB_variabelliste_struktur.xlsx,ts_varehan
ts_vikarutgifter,Utgifter til bruk av vikarer,,,2008,2022,SSB_variabelliste_struktur.xlsx,ts_vikarutgifter
nopost_p0110,0110 Råvarer og innkjøpte halvfabrikata,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p0110
nopost_p0120,0120 Varer under tilvirkning,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p0120
nopost_p0130,0130 Ferdige egentilvirkede varer,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p0130
nopost_p0140,0140 Innkjøpte varer for videresalg,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p0140
nopost_p0150,0150 Buskap,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p0150
nopost_p0160,0160 Selvproduserte varer som skal nyttes i egen produksjon,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p0160
nopost_p0170,0170 Sum verdi av varelager,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p0170
nopost_p1000,1000 Forskning og utvikling,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1000
nopost_p1020,"1020 Konsesjoner, patenter, lisenser, varemerker o.l. rettigheter",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1020
nopost_p1070,1070 Utsatt skattefordel,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1070
nopost_p1080,1080 Goodwill (saldogruppe b),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1080
nopost_p1105,1105 Forretningsbygg (saldogruppe i),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1105
nopost_p1115,"1115 Bygg og anlegg, hotell o.l. (saldogruppe h)",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1115
nopost_p1117,1117 Elektroteknisk utrustning i kraftforetak mb. (saldogruppe g),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1117
nopost_p1120,1120 Fast teknisk installasjon i bygninger (saldogruppe j),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1120
nopost_p1130,"1130 Anlegg, maskiner under utførelse",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1130
nopost_p1131,"1131 Bygg, anlegg, maskiner under bygging - for salg (næringsopp. 1)",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1131
nopost_p1140,1140 Jord- og skogverdier (næringsopp. 1),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1140
nopost_p1150,1150 Tomter og andre grunnarealer,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1150
nopost_p1160,"1160 Bolig inkl. boligtomter, hytter mv.",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1160
nopost_p1180,1180 Investeringseiendommer,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1180
nopost_p1205,"1205 Personbiler, maskiner, inventar mv. (saldogruppe d)",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1205
nopost_p1221,"1221 Skip, rigger mv. (saldogruppe e)",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1221
nopost_p1225,"1225 Fly, helikopter mv. (saldogruppe f)",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1225
nopost_p1238,1238 Vare- og lastebiler- busser mv. (saldogruppe c),,,2015,2022,SSB_variabelliste_struktur.xlsx,nopost_p1238
nopost_p1239,1239 Varebiler med nullutslipp (næringsopp.1),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1239
nopost_p1280,1280 Kontormaskiner o.l. (saldogruppe a),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1280
nopost_p1290,1290 Andre driftsmidler,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1290
nopost_p1295,1295 Avskrivbare eiendeler utenom saldosystemet (kostnadsfordr.),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1295
nopost_p1312,1312 Investeringer i datter- og konsernselskap med deltakerfastsetting,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1312
nopost_p1313,1313 Investeringer i andre datter- og konsernselskap,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1313
nopost_p1320,1320 Lån til foretak i samme konsern,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1320
nopost_p1331,1331 Investeringer i tilknyttede selskap med deltakerfastsetting,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1331
nopost_p1332,1332 Investeringer i andre tilknyttede selskap,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1332
nopost_p1340,1340 Lån til tilknyttet selskap og felles kontrollert virksomhet,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1340
nopost_p1350,"1350 Investeringer i aksjer, andeler og verdipapirfondsandeler",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1350
nopost_p1360,1360 Obligasjoner,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1360
nopost_p1370,"1370 Fordringer på personlige eiere, styremedl. o.l.",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1370
nopost_p1380,1380 Fordringer på ansatte,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1380
nopost_p1390,1390 Andre fordringer,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1390
nopost_p1395,1395 Netto pensjonsmidler,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1395
nopost_p1490,1490 Biologiske eiendeler,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1490
nopost_p1500,1500 Kundefordringer eksklusive på selskap i samme konsern,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1500
nopost_p1501,1501 Kundefordringer på selskap i samme konsern,,,2015,2022,SSB_variabelliste_struktur.xlsx,nopost_p1501
nopost_p1530,"1530 Opptjent, ikke fakturert driftsinntekt",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1530
nopost_p1560,1560 Andre fordringer på selskap i samme konsern,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1560
nopost_p1565,1565 Kortsiktige fordringer mot personlig eier/styremedl. o.l.,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1565
nopost_p1570,1570 Andre kortsiktige fordringer,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1570
nopost_p1577,1577 Fordringer på ansatte,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1577
nopost_p1578,"1578 Fordringer på eiere, styremedlemmer o.l.",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1578
nopost_p1595,1595 Langsiktige fordringer i utenlandsk valuta,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1595
nopost_p1599,1599 Andre fordringer,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p1599
nopost_p3000,"3000 Salgsinntekt og uttak, avgiftspliktig",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3000
nopost_p3100,"3100 Salgsinntekt og uttak, avgiftsfri",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3100
nopost_p3200,3200 Salgsinntekt og uttak utenfor merverdiavgiftsloven,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3200
nopost_p3300,3300 Spesielle offentlige avgifter vedrørende salg,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3300
nopost_p3400,3400 Offentlig tilskudd/refusjon,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3400
nopost_p3500,3500 Endring uopptjent inntekt,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3500
nopost_p3600,3600 Leieinntekt fast eiendom,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3600
nopost_p3605,"3605 Leieinntekt fast eiendom, avgiftspliktig",,,2010,2022,SSB_variabelliste_struktur.xlsx,nopost_p3605
nopost_p3650,"3650 Leieinntekt av rettigheter - jakt, fiske mv. (næringsopp.1)",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3650
nopost_p3695,3695 Andre utleieinntekter,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3695
nopost_p3700,3700 Provisjonsinntekt,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3700
nopost_p3850,3850 Verdiendringer investeringseiendommer,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3850
nopost_p3870,3870 Verdiendringer biologiske eiendeler,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3870
nopost_p3880,3880 Gevinst ved avgang av immatr. eiendeler og varige anleggsmidler,,,2012,2022,SSB_variabelliste_struktur.xlsx,nopost_p3880
nopost_p3885,3885 Gevinst ved avgang av finansielle anleggsmidler,,,2012,2022,SSB_variabelliste_struktur.xlsx,nopost_p3885
nopost_p3890,3890 Inntektsføring fra positiv gevinst-/tapskonto (RF-1219),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3890
nopost_p3895,3895 Ommteltsfæromg fra saldo,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3895
nopost_p3900,3900 Annen driftsrelatert inntekt,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p3900
nopost_p4005,4005 Varekostnad,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p4005
nopost_p4295,4295 Beholdn. endring av varier under tilvirkning og ferdig tilv. varer,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p4295
nopost_p4500,4500 Fremmedytelse og underentreprise,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p4500
nopost_p4995,4995 Beholdn. endring av egentilvirkede anleggsmidler,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p4995
nopost_p5000,"5000 Lønn, feriepenger mv.",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p5000
nopost_p5300,5300 Annen opplysningspliktig godtgjørelse,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p5300
nopost_p5400,5400 Arbeidsgiveravgift,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p5400
nopost_p5420,5420 Opplysningspliktig pensjonskostnad,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p5420
nopost_p5600,5600 Arbeidsgodtgjørelse til eiere i ANS mv.,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p5600
nopost_p5900,5900 Annen personalkostnad,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p5900
nopost_p5950,5950 Egen pensjonsordning (næringsopp.1),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p5950
nopost_p6000,6000 Avskrivning på variage dr.m. og immaterielle eiendeler,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6000
nopost_p6050,6050 Nedskrivning på varige dr.m. og immaterielle eiendeler,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6050
nopost_p6100,6100 Frakt og transportkostnad vedrørende salg,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6100
nopost_p6200,"6200 Energi, brensel mv. vedreørende produksjon",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6200
nopost_p6300,6300 Leie lokale,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6300
nopost_p6310,6310 Leasingleie av bil (næringsopp.1),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6310
nopost_p6340,"6340 Lys, varme",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6340
nopost_p6395,"6395 Renovasjon, vann, avløp, renhold mv.",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6395
nopost_p6400,"6400 Leie maskiner, inventar, transportmidler o.l.",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6400
nopost_p6500,"6500 Verktøy, inventar mv. som ikke skal aktiveres",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6500
nopost_p6600,6600 Reparasjon og vedlikehold bygning,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6600
nopost_p6695,6695 Reparasjon og annet vedlikehold,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6695
nopost_p6700,"6700 Fremmed tjeneste (regnskap rev.hon., rådgivning o.l.)",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6700
nopost_p6995,"6995 Elektronisk kommunikasjon, porto mv.",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p6995
nopost_p7000,7000 Drivstoff transportmidler,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p7000
nopost_p7020,7020 Vedlikehold mv. transportmidler,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p7020
nopost_p7040,7040 Forsikring og avgifter på transportmidler,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p7040
nopost_p7080,"7080 Bilkostnader, bruk av privat bil i næring",,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p7080
nopost_p7098,7098 Privat bruk av el. Kommunikasjon (næringsopp.1),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p7098
nopost_p7099,7099 Privat bruk av næringsbil,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p7099
nopost_p7155,7155 Reise- diett- og bilgodtgjørelse (opplysningspliktig),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p7155
nopost_p7165,7165 Reise- og diettkostnader (ikke opplysningspliktig),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p7165
nopost_p7295,7295 Provisjonskostnad,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p7295
nopost_p7330,7330 Salgs- og reklamekostnader,,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p7330
nopost_p7350,7350 Representasjonskostnader /med fradragsrett) (næringsopp.1),,,2008,2022,SSB_variabelliste_struktur.xlsx,nopost_p7350
