styrk08,rank,neighbour,similarity,n_soc,n_soc_neighbour,shared_elements
8160,5,8122,0.9075,5,3,"Controlling Machines and Processes; Monitoring Processes, Materials, or Surroundings; Operations Monitoring"
8171,1,8122,0.9259,2,3,"Controlling Machines and Processes; Monitoring Processes, Materials, or Surroundings; Handling and Moving Objects"
8171,2,8143,0.9138,2,2,Controlling Machines and Processes; Operation and Control; Handling and Moving Objects
8171,3,8112,0.8924,2,2,"Operation and Control; Controlling Machines and Processes; Monitoring Processes, Materials, or Surroundings"
8171,4,8141,0.8862,2,5,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8171,5,8160,0.874,2,5,"Controlling Machines and Processes; Monitoring Processes, Materials, or Surroundings; Operation and Control"
8172,1,9329,0.938,1,4,Controlling Machines and Processes; Handling and Moving Objects; Operation and Control
8172,2,8151,0.9292,1,1,Operation and Control; Troubleshooting; Equipment Maintenance
8172,3,8153,0.9282,1,1,Controlling Machines and Processes; Handling and Moving Objects; Operation and Control
8172,4,7211,0.9277,1,2,Controlling Machines and Processes; Handling and Moving Objects; Repairing
8172,5,7212,0.9258,1,2,Controlling Machines and Processes; Operation and Control; Handling and Moving Objects
8181,1,8141,0.9773,6,5,Operation and Control; Controlling Machines and Processes; Operations Monitoring
8181,2,8142,0.9644,6,12,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8181,3,8121,0.9498,6,5,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8181,4,8131,0.9484,6,3,Operations Monitoring; Operation and Control; Controlling Machines and Processes
8181,5,8160,0.9408,6,5,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8182,1,9622,0.8383,1,3,Installation; Repairing and Maintaining Mechanical Equipment; Repairing
8182,2,7233,0.8377,1,9,Installation; Repairing; Repairing and Maintaining Mechanical Equipment
8182,3,8113,0.7913,1,6,Repairing and Maintaining Mechanical Equipment; Operations Monitoring; Repairing
8182,4,3132,0.7883,1,4,Repairing and Maintaining Mechanical Equipment; Operations Monitoring; Repairing
8182,5,7213,0.7804,1,3,Installation; Repairing and Maintaining Mechanical Equipment; Repairing
8183,1,8122,0.8831,1,3,Equipment Maintenance; Operation and Control; Operations Monitoring
8183,2,8141,0.8511,1,5,Operation and Control; Operations Monitoring; Equipment Maintenance
8183,3,8181,0.8481,1,6,Operations Monitoring; Equipment Maintenance; Operation and Control
8183,4,8111,0.8309,1,6,"Equipment Maintenance; Operation and Control; Operating Vehicles, Mechanized Devices, or Equipment"
8183,5,8342,0.8301,1,5,"Equipment Maintenance; Operation and Control; Operating Vehicles, Mechanized Devices, or Equipment"
8189,1,8143,0.9523,4,2,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8189,2,8121,0.9247,4,5,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8189,3,8181,0.9209,4,6,Operations Monitoring; Operation and Control; Controlling Machines and Processes
8189,4,8142,0.91,4,12,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8189,5,8160,0.9061,4,5,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8211,1,7223,0.8971,2,11,Installation; Controlling Machines and Processes; Equipment Maintenance
8211,2,8142,0.8714,2,12,Installation; Controlling Machines and Processes; Equipment Maintenance
8211,3,7126,0.8661,2,2,Installation; Repairing; Equipment Selection
8211,4,7231,0.8504,2,10,Installation; Repairing; Equipment Selection
8211,5,8121,0.8443,2,5,Controlling Machines and Processes; Installation; Equipment Maintenance
8212,1,7212,0.9343,5,2,"Operation and Control; Controlling Machines and Processes; Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment"
8212,2,9329,0.9296,5,4,Controlling Machines and Processes; Handling and Moving Objects; Operations Monitoring
8212,3,8141,0.9089,5,5,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8212,4,8142,0.9053,5,12,Controlling Machines and Processes; Operations Monitoring; Operation and Control
8212,5,8152,0.8965,5,1,Controlling Machines and Processes; Repairing and Maintaining Electronic Equipment; Operations Monitoring
8219,1,8122,0.7975,1,3,"Monitoring Processes, Materials, or Surroundings; Handling and Moving Objects; Controlling Machines and Processes"
8219,2,8143,0.7972,1,2,"Handling and Moving Objects; Controlling Machines and Processes; Monitoring Processes, Materials, or Surroundings"
8219,3,8181,0.7964,1,6,"Handling and Moving Objects; Controlling Machines and Processes; Monitoring Processes, Materials, or Surroundings"
8219,4,8142,0.7915,1,12,Controlling Machines and Processes; Handling and Moving Objects; Quality Control Analysis
8219,5,8121,0.7905,1,5,Handling and Moving Objects; Controlling Machines and Processes; Quality Control Analysis
8311,1,8111,0.8214,6,6,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Controlling Machines and Processes"
8311,2,8350,0.7971,6,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Operations Monitoring"
8311,3,8342,0.7969,6,5,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Controlling Machines and Processes"
8311,4,8331,0.7919,6,3,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Operations Monitoring"
8311,5,8181,0.7826,6,6,Operation and Control; Operations Monitoring; Controlling Machines and Processes
8312,1,8311,0.7067,3,6,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Inspecting Equipment, Structures, or Materials"
8312,2,8332,0.6871,3,2,"Operating Vehicles, Mechanized Devices, or Equipment; Time Management; Inspecting Equipment, Structures, or Materials"
8312,3,8331,0.6153,3,3,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Inspecting Equipment, Structures, or Materials"
8312,4,3133,0.5594,3,1,"Operation and Control; Operations Monitoring; Monitoring Processes, Materials, or Surroundings"
8312,5,8343,0.5417,3,5,"Inspecting Equipment, Structures, or Materials; Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control"
8322,1,9621,0.7079,4,2,"Operating Vehicles, Mechanized Devices, or Equipment; Handling and Moving Objects; Performing for or Working Directly with the Public"
8322,2,8343,0.6971,4,5,"Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment; Operation and Control"
8322,3,8331,0.6922,4,3,"Operating Vehicles, Mechanized Devices, or Equipment; Performing for or Working Directly with the Public; Operation and Control"
8322,4,9611,0.631,4,2,"Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment; Handling and Moving Objects"
8322,5,8311,0.6271,4,6,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Inspecting Equipment, Structures, or Materials"
8331,1,8311,0.7919,3,6,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Operations Monitoring"
8331,2,8332,0.7209,3,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Inspecting Equipment, Structures, or Materials"
8331,3,8322,0.6922,3,4,"Operating Vehicles, Mechanized Devices, or Equipment; Performing for or Working Directly with the Public; Operation and Control"
8331,4,8350,0.666,3,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Operations Monitoring"
8331,5,8343,0.6648,3,5,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Inspecting Equipment, Structures, or Materials"
8332,1,8311,0.7352,2,6,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Inspecting Equipment, Structures, or Materials"
8332,2,5245,0.7293,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Time Management; Repairing and Maintaining Mechanical Equipment"
8332,3,8331,0.7209,2,3,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Inspecting Equipment, Structures, or Materials"
8332,4,8312,0.6871,2,3,"Operating Vehicles, Mechanized Devices, or Equipment; Time Management; Inspecting Equipment, Structures, or Materials"
8332,5,8344,0.6608,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment; Time Management"
8341,1,6111,0.8678,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
8341,2,6112,0.8678,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
8341,3,6114,0.8678,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
8341,4,8342,0.8599,2,5,"Operation and Control; Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment"
8341,5,6130,0.8586,2,3,"Operation and Control; Operating Vehicles, Mechanized Devices, or Equipment; Operations Monitoring"
8342,1,8111,0.9255,5,6,"Operation and Control; Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment"
8342,2,8142,0.8735,5,12,Controlling Machines and Processes; Operation and Control; Operations Monitoring
8342,3,9313,0.8693,5,7,"Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment; Equipment Selection"
8342,4,8121,0.8673,5,5,Operation and Control; Controlling Machines and Processes; Operations Monitoring
8342,5,6210,0.8672,5,5,"Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment; Operation and Control"
8343,1,9611,0.8323,5,2,"Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment; Equipment Maintenance"
8343,2,8111,0.8181,5,6,"Repairing and Maintaining Mechanical Equipment; Operation and Control; Operating Vehicles, Mechanized Devices, or Equipment"
8343,3,8311,0.7825,5,6,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Controlling Machines and Processes"
8343,4,8183,0.7534,5,1,"Equipment Maintenance; Operation and Control; Operating Vehicles, Mechanized Devices, or Equipment"
8343,5,8342,0.753,5,5,Operation and Control; Repairing and Maintaining Mechanical Equipment; Controlling Machines and Processes
8344,1,5245,0.7564,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Time Management; Staffing Organizational Units"
8344,2,9333,0.7513,2,4,"Operating Vehicles, Mechanized Devices, or Equipment; Inspecting Equipment, Structures, or Materials; Coordinating the Work and Activities of Others"
8344,3,3152,0.729,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Guiding, Directing, and Motivating Subordinates; Repairing and Maintaining Mechanical Equipment"
8344,4,3151,0.7239,2,2,"Repairing and Maintaining Mechanical Equipment; Operating Vehicles, Mechanized Devices, or Equipment; Equipment Maintenance"
8344,5,8332,0.6608,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment; Time Management"
8350,1,8342,0.811,2,5,"Operation and Control; Repairing and Maintaining Mechanical Equipment; Operating Vehicles, Mechanized Devices, or Equipment"
8350,2,8311,0.7971,2,6,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Operations Monitoring"
8350,3,3134,0.7946,2,4,Operations Monitoring; Operation and Control; Repairing and Maintaining Mechanical Equipment
8350,4,8113,0.7851,2,6,Repairing and Maintaining Mechanical Equipment; Operation and Control; Operations Monitoring
8350,5,8111,0.7755,2,6,"Operation and Control; Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment"
9111,1,9629,0.902,1,5,Performing for or Working Directly with the Public; Service Orientation
9111,2,9112,0.8964,1,3,Performing General Physical Activities; Assisting and Caring for Others; Handling and Moving Objects
9111,3,5241,0.8774,1,1,Performing General Physical Activities
9111,4,5246,0.8756,1,3,Performing for or Working Directly with the Public; Service Orientation; Assisting and Caring for Others
9111,5,9334,0.8688,1,1,Performing General Physical Activities; Performing for or Working Directly with the Public; Handling and Moving Objects
9112,1,9412,0.92,3,3,Handling and Moving Objects; Performing General Physical Activities; Assisting and Caring for Others
9112,2,9122,0.9186,3,1,Performing General Physical Activities; Repairing and Maintaining Electronic Equipment; Handling and Moving Objects
9112,3,5153,0.9095,3,1,Performing General Physical Activities; Repairing and Maintaining Electronic Equipment; Handling and Moving Objects
9112,4,9123,0.9095,3,1,Performing General Physical Activities; Repairing and Maintaining Electronic Equipment; Handling and Moving Objects
9112,5,7511,0.8983,3,4,Performing General Physical Activities; Handling and Moving Objects; Repairing and Maintaining Electronic Equipment
9122,1,9112,0.9186,1,3,Performing General Physical Activities; Repairing and Maintaining Electronic Equipment; Handling and Moving Objects
9122,2,7511,0.8701,1,4,Performing General Physical Activities; Handling and Moving Objects; Repairing and Maintaining Electronic Equipment
9122,3,9211,0.8376,1,1,"Performing General Physical Activities; Operating Vehicles, Mechanized Devices, or Equipment; Repairing"
9122,4,5153,0.8346,1,1,Performing General Physical Activities; Repairing and Maintaining Electronic Equipment; Handling and Moving Objects
9122,5,9123,0.8346,1,1,Performing General Physical Activities; Repairing and Maintaining Electronic Equipment; Handling and Moving Objects
9123,1,5153,1.0,1,1,Performing General Physical Activities; Repairing and Maintaining Electronic Equipment; Developing and Building Teams
