nus_kode,nus_kode_forelder,nus_niva,nus_aktiv,nus_navn_nb,nus_kortnavn_nb,nus_navn_en,isced2013_kode,isced2013_navn
655302,6553,5,False,"Høgskoleingeniørutdanning, optikk, treårig.","Ingeniør, optikk","College degree in engineering, optics, three-year.",0914,Medical diagnostic and treatment technology
656903,6569,5,False,"Høgskolekandidat, geomatikk, treårig.",,"College degree, geomatics, three-year.",0532,Earth sciences
657103,6571,5,False,"Høgskoleingeniørutdanning, bygg, treårig.",Byggingeniør,"College degree in engineering, building, three-year.",0732,Building and civil engineering
657104,6571,5,False,"Ingeniørutdanning, bygg, toårig.",Byggingeniør,"Engineering programme, building, two-year.",0732,Building and civil engineering
658101,6581,5,False,"Høgskolekandidat, fiskeri- og næringsmiddelteknologi, treårig.",Fiskeri- og næringsmiddelteknologi,"College degree, fisheries and food technology, three-year.",0721,Food processing
658103,6581,5,False,"Høgskolekandidat, næringsmiddelteknologi, treårig.",Næringsmiddelteknologi,"College degree, food technology, three-year.",0721,Food processing
658401,6584,5,False,"Ingeniørutdanning, olje, toårig.","Ingeniørutdanning, olje","Engineering programme, petroleum, two-year.",0711,Chemical engineering and processes
658402,6584,5,False,"Maritim høgskole, petroleumslinje.","Maritim utdanning, petroleum","Maritime college, petroleum programme.",0711,Chemical engineering and processes
658403,6584,5,False,"Maritim høgskole, offshoreutdanning for stabilitetssjefer og tekniske sjefer.",,"College of maritime studies, offshore programme for stability and technical managers.",0711,Chemical engineering and processes
659902,6599,5,False,"Cand.mag.-utdanning, naturvitenskapelige og tekniske fag.",Naturvitenskapelige/tekniske fag,"Cand.mag. degree, natural sciences and technology/engineering.",0588,"Inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics"
659905,6599,5,False,"Høgskolekandidat, informasjonsteknologi og økonomi, treårig.",Informasjonsteknologi og økonomi,"College degree, information technology and economics, three-year.",0613,Software and applications development and analysis
659906,6599,5,False,"Høgskolekandidat, teknisk eksport, treårig.",Teknisk eksport,"College degree, technical exports, three-year.",0719,Engineering and engineering trades not elsewhere classified
659907,6599,5,False,"Høgskolekandidat, teknisk-økonomisk utdanning, treårig.",Økonomi,"College degree, technical and business programme, three-year.",0788,"Inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction"
659909,6599,5,False,"Høgskoleingeniørutdanning, grafisk, treårig.","Ingeniør, grafisk","College degree in engineering, printing and graphic arts, three-year.",0719,Engineering and engineering trades not elsewhere classified
659910,6599,5,False,"Ingeniørutdanning, toårig, uoppgitt faggruppe.",Ingeniørutdanning,"Engineering programme, two-year, unspecified subject group.",0719,Engineering and engineering trades not elsewhere classified
659911,6599,5,False,"Høgskoleingeniørutdanning, transportteknikk og logistikk, treårig.","Ingeniør, transportteknikk og logistikk","College degree in engineering, transport engineering and logistics, three-year.",0788,"Inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction"
659912,6599,5,False,"Høgskoleingeniørutdanning, treårig, uoppgitt faggruppe.",Ingeniørutdanning,"College degree in engineering, three-year, unspecified subject group.",0719,Engineering and engineering trades not elsewhere classified
659921,6599,5,False,"Ingeniørutdanning, grafisk linje, toårig.","Ingeniørutdanning, grafisk","Engineering programme, printing and graphic arts, two-year.",0211,Audio-visual techniques and media production
661102,6611,5,False,"Jordmorutdanning, ettårig.",Jordmorutdanning,"Midwifery, one-year.",0913,Nursing and midwifery
661104,6611,5,False,"Sykepleiehøgskole, treårig grunnutdanning.",Sykepleie,"College of nursing, three-year foundation programme.",0913,Nursing and midwifery
661301,6613,5,False,"Vernepleierutdanning, treårig.",Vernepleie,"Social educator programme, three-year.",0913,Nursing and midwifery
662103,6621,5,False,"Barnevernslinje ved sosialskole, toårig.",Barnevern,"Child welfare programme at social services college, two-year.",0922,Child care and youth services
662104,6621,5,False,"Sosionomutdanning, treårig.",Sosionomutdanning,"Social care, three-year.",0923,Social work and counselling
662105,6621,5,False,"Sosionomutdanning for døve, treårig.",,"Social work for the deaf, three-year.",0923,Social work and counselling
664301,6643,5,False,"Tanntekniker, treårig.",Tannteknikk,"Dental technician, three-year.",0911,Dental studies
665101,6651,5,False,"Ergoterapeututdanning, treårig.",Ergoterapi,"Occupational therapy programme, three-year.",0915,Therapy and rehabilitation
665201,6652,5,False,"Fysioterapeututdanning, treårig.",Fysioterapi,"Physiotherapy programme, three-year.",0915,Therapy and rehabilitation
665202,6652,5,False,"Mensendieckutdanning, treårig.",Mensendieck-terapi,"Mensendieck programme, three-year.",0915,Therapy and rehabilitation
668905,6689,5,False,"Trenerutdanning, treårig.",Trenerutdanning,"Coaching, three-year.",1014,Sports
668906,6689,5,False,"Friluftsliv, kultur- og naturrettledning, treårig.","Friluftsliv, kultur- og naturrettledning","Outdoor recreation, culture and nature guidance, three-year.",1014,Sports
669906,6699,5,False,"Høgskoleingeniørutdanning, bioingeniør, treårig.",Bioingeniør,"College degree in engineering, medical laboratory technologist, three-year.",0914,Medical diagnostic and treatment technology
669907,6699,5,False,"Ingeniørutdanning, bioingeniør, toårig.",Bioingeniør,"Engineering programme, medical laboratory technologist, two-year.",0914,Medical diagnostic and treatment technology
669908,6699,5,False,"Ortopediingeniør, treårig.",Ortopediingeniør,"Orthotics and prosthetics, three-year.",0914,Medical diagnostic and treatment technology
669909,6699,5,False,"Proteseteknikk, treårig.",Proteseteknikk,"Prosthetics, three-year.",0914,Medical diagnostic and treatment technology
669910,6699,5,False,"Radiografutdanning, treårig.",Radiografutdanning,"Radiography programme, three-year.",0914,Medical diagnostic and treatment technology
669911,6699,5,False,"Reseptarutdanning, 2½-årig.",Reseptarutdanning,"Norwegian College of Dispensers, 2½ year.",0916,Pharmacy
669932,6699,5,False,"Reseptarutdanning, treårig.",Reseptarutdanning,"Training for dispensers, three-year.",0916,Pharmacy
669935,6699,5,False,"Cand.mag.-utdanning, ernæring.",,"Cand.mag. degree, nutrition.",0915,Therapy and rehabilitation
671103,6711,5,False,"Cand.mag.-utdanning, fiskerifag, fireårig.",,"Cand.mag. degree, fisheries, four-year.",0831,Fisheries
671104,6711,5,False,"Cand.mag.-utdanning, fiskehelse, 3½-årig.",,"Cand.mag. degree, fish health, 3½ year.",0831,Fisheries
671105,6711,5,False,"Cand.mag.-utdanning, havbruk, 3½-årig.",,"Cand.mag. degree, aquaculture, 3½ year.",0831,Fisheries
671108,6711,5,False,"Havbruk, treårig.",Havbruk,"Aquaculture, three-year.",0831,Fisheries
672101,6721,5,False,"Høgskolekandidat, landbruksteknikk, treårig.",Landbruksteknikk,"College degree, agricultural engineering, three-year.",0811,Crop and livestock production
672102,6721,5,False,"Høgskolekandidat, økologisk landbruk, treårig.",Økologisk landbruk,"College degree, ecological agriculture, three-year.",0811,Crop and livestock production
673902,6739,5,False,"Høgskolekandidat, hagebruk og økonomi, treårig.",Hagebruk og økonomi,"College degree, horticulture and economics, three-year.",0812,Horticulture
674101,6741,5,False,"Høgskolekandidat, skogbruksfag, treårig.",Skogbruk,"College degree, forestry, three-year.",0821,Forestry
674102,6741,5,False,"Skogteknikere, toårig.",Skogtekniker,"Forest technician programme, two-year.",0821,Forestry
674103,6741,5,False,"Høgskolekandidat, utmarksforvaltning, treårig.",Utmarksforvaltning,"College degree, outfield management, three-year.",0821,Forestry
679901,6799,5,False,"Høgskolekandidat, husdyrbruk, treårig.",Husdyrfag,"College degree, animal husbandry, three-year.",0811,Crop and livestock production
681301,6813,5,False,"Høgskoleingeniørutdanning, maritim linje, treårig.","Ingeniør, maritim","College degree in engineering, maritime programme, three-year.",1041,Transport services
681302,6813,5,False,"Høgskoleingeniørutdanning, nautikk, treårig.",Nautikkingeniør,"College degree in engineering, nautical science, three-year.",1041,Transport services
681303,6813,5,False,"Høgskolekandidat, nautisk studium, treårig.",Nautikk,"College degree, nautical studies, three-year.",1041,Transport services
681304,6813,5,False,"Maritim høgskole, maritim drift, nautisk linje, toårig.","Maritim drift, nautikk","Maritime college, maritime operations, nautical programme, two-year.",1041,Transport services
681305,6813,5,False,"Maritim høgskole, skipsadministrativ linje.",Maritim administrasjon,"Maritime college, ship administration programme.",1041,Transport services
681306,6813,5,False,"Skipsfartsstudium, toårig.",Skipsfart,"Shipping trade studies, two-year.",1041,Transport services
681308,6813,5,False,"Høgskolekandidat, marinteknisk drift, treårig.",Marinteknisk drift,"College degree, marine engineering, three-year.",1041,Transport services
681902,6819,5,False,"Høgskolekandidat, transportøkonomi og logistikk, treårig.",Transportøkonomi og logistikk,"College degree, transport economics and logistics, three-year.",1041,Transport services
681903,6819,5,False,"Høgskoleingeniørutdanning, transportteknikk, treårig.","Ingeniør, transportteknikk","College degree in engineering, transport engineering, three-year.",1041,Transport services
681904,6819,5,False,"Høgskoleingeniørutdanning, transportøkonomi, treårig.",,"College degree in engineering, transport economics, three-year.",1041,Transport services
681907,6819,5,False,"Diplomøkonom, logistikk.",Transportøkonomi og logistikk,"Bachelor of Business Administration, logistics, three-year.",0413,Management and administration
682301,6823,5,False,Politiaspirantutdanning.,Politiaspirantutdanning,Police cadet training.,1032,Protection of persons and property
682302,6823,5,False,"Politihøgskole, treårig grunnutdanning.",Politiutdanning,"Norwegian Police University College, three-year foundation programme.",1032,Protection of persons and property
682901,6829,5,False,"Høgskoleingeniørutdanning, sikkerhet, treårig.",Sikkerhetsingeniør,"College degree in engineering, safety, three-year.",1032,Protection of persons and property
699901,6999,5,False,"Cand.mag.-utdanning, interfakultær.",Utdanning på bachelornivå,"Cand.mag. degree, interfaculty.",0099,Generic programmes and qualifications not elsewhere classified
699902,6999,5,False,"Cand.mag.-utdanning, uspesifisert.",Utdanning på bachelornivå,"Cand.mag. degree, unspecified.",0099,Generic programmes and qualifications not elsewhere classified
711101,7111,5,False,"Cand.philol.-utdanning, engelsk.",Engelsk,"Cand.philol. degree, English.",0231,Language acquisition
711102,7111,5,False,"Cand.philol.- utdanning, fransk.",Fransk,"Cand.philol. degree, French.",0231,Language acquisition
711103,7111,5,False,"Cand.philol.-utdanning, italiensk.",Italiensk,"Cand.philol. degree, Italian.",0231,Language acquisition
711104,7111,5,False,"Cand.philol.-utdanning, nederlandsk.",Nederlandsk,"Cand.philol. degree, Dutch.",0231,Language acquisition
711105,7111,5,False,"Cand.philol.-utdanning, norsk/nordisk.",Norsk / nordisk,"Cand.philol. degree, Norwegian/Nordic.",0232,Literature and linguistics
711106,7111,5,False,"Cand.philol.-utdanning, norskdidaktikk.",Norskdidaktikk,"Cand.philol. degree, Norwegian didactics.",0111,Education science
711107,7111,5,False,"Cand.philol.-utdanning, norsk som fremmedspråk.",Norsk som fremmedspråk,"Cand.philol. degree, Norwegian as a foreign language.",0231,Language acquisition
711108,7111,5,False,"Cand.philol.-utdanning, portugisisk.",Portugisisk,"Cand.philol. degree, Portuguese.",0231,Language acquisition
711109,7111,5,False,"Mag.art.-utdanning, rumensk.",,"Mag.art. degree, Romanian.",0231,Language acquisition
711110,7111,5,False,"Cand.philol.-utdanning, spansk.",Spansk,"Cand.philol. degree, Spanish.",0231,Language acquisition
711111,7111,5,False,"Cand.philol.-utdanning, tysk.",Tysk,"Cand.philol. degree, German.",0231,Language acquisition
711112,7111,5,False,"Hovedfagskandidat, merkantil tysk.",Merkantil tysk,"Graduate degree, business German.",0231,Language acquisition
711113,7111,5,False,"Hovedfagskandidat, norsk språk og litteratur.",,"Graduate degree, Norwegian language and literature.",0232,Literature and linguistics
711118,7111,5,False,"Mag.art.-utdanning, engelsk.",Engelsk,"Mag.art. degree, English.",0231,Language acquisition
711119,7111,5,False,"Hovedfagskandidat, norsk.",,"Graduate degree, Norwegian.",0232,Literature and linguistics
711120,7111,5,False,"Hovedfagskandidat, engelsk.",Engelsk,"Graduate degree, English.",0231,Language acquisition
711122,7111,5,False,"Hovedfagskandidat, fransk.",,"Graduate degree, French.",0231,Language acquisition
711201,7112,5,False,"Cand.philol.-utdanning, bulgarsk.",,"Cand.philol. degree, Bulgarian.",0231,Language acquisition
711202,7112,5,False,"Cand.philol.-utdanning, bosnisk, kroatisk og serbisk.","Bosnisk, kroatisk og serbisk","Cand.philol. degree, Bosnian, Croatian and Serbian.",0231,Language acquisition
